score,review
5,"okay.. if your looking for Hyatt clean rooms with modern amenities, look elsewhere.. But if your looking to stay right in the mix of downtown Flagstaff, in a cool old hotel with tons of history and character galore, this place is awesome!!!! Cute bar downstairs,...More"
1,"Staff is terrible, completely rude, owner is worse!  Only stay here if you want your luugage stolen, love filing police reports, and being treated sub human by the OWNER when you ask where your luggage was that was once in your room."
4,"My husband loved the Monte Vista - he likes the cold.  I was shivering in the bed. Room was of good size and location is great ... walked 3 blocks up to Brix for a GREAT dinner, right off Route 66, etc."
1,"went there for our daughters graduation  from NAU.  I felt like i was in a chinese restaurant.  Our room as called the ""Presidential Suite""  2 bedrooms and a bath.  Painted red, black and gold, with chinese dragons on the wall.  hideous.  for what I paid...More"
2,"Running on it's ""famous"" past, rooms very outdated, loud, in short too high priced for what you get"
1,"Partner and I were doing the 'route 66' experience and this iconic hotel was to be our expensive treat along the way. Room was approximately $100 for the night, smaller than my airing cupboard at home, painted claustophobic dark red and blue and not even...More"
1,"A terrible place to stay, I tried to spend locally and it cost me $1100 in Auto Repair. Beside the Hotel is old and has not been remodeled in some time. A fight broke out in THEIR Hotel Run Dive Bar, the bouncers moved it...More"
1,"I would like to say something nice about this place. However, the nice part of this hotel only makes you angry when you see the rooms. HMV put all of their money into their lobby and none of it into their rooms. They are cramped...More"
1,"When I first arrived at the Hotel Monte Vista, it seemed serviceable enough. The room was small, but adequate for an overnight stay. It's near the train station, my favorite breakfast joint in Flagstaff (Marianne's) and the Orpheum Theatre. The charm of the HMV is...More"
4,"I love this hotel for many reasons. It is usually very reasonably priced. You can take your DOG!!!!!!!!! It's HAUNTED! It has 2 bars in it.
It is centrally located.
I have stayed many times and so have many of my friends. Its older but...More"
4,"The Good
+located downtown (lots of restaurants/shops nearby)
+2 bars located (1 bar & 1 coffee shop/bar)
+unique
+quick check in/check out
+price

The Bad
- thin walls (the guy walking down the hall at 7am yelling ""What a nice quiet hallway!"")

Stuff some people...More"
5,"One of my fave hotels of all time and all space. I always wondered where 1975 went to die, and now I know. The eclectic decorations (a Colt 45 floor lamp and mystery vending machines) add a certain sparkle and charm to the surroundings. The...More"
4,"A grand old hotel that is well preserved with many architectural flourishes.  The staff are friendly and the rooms are basic but comfortable.  The hotel uses famous guests as a hook to name their rooms.  There is a John Wayne suite, Zane Gray suite, Bon...More"
4,"We only spent a couple of nights at the Monte Vista and we enjoyed every single minute of our stay.  Our room was on the 2nd floor, it was very clean and had it's own bathroom/shower (yea!), and the bed was extremely comfortable.  Yes the...More"
5,Great hotel. Stay on the 4th floor and get ready to party.
3,We spent our second night in Flagstaff at the Monte Vista - our first night's Hotel was full.  Having read in our holiday guide that the place can be rowdy at night we decided to chance it anyway.  The two ladies on reception we met...More
1,"We thought we discovered a gem when we walked into the lobby of the ""Monte V"". ..cool lobby, martini bar, in the midst of old downtown.  We spent some time with the clerk picking out  and reserving a good room (based on hotel map and...More"
1,"I was looking forward to staying at this historic old hotel.  I arrived at 1:00 a.m., with no rental car.  The room was dark and damp, there was no air conditioning, but with no screens, I couldn't even open the windows.  The bathroom was filthy,...More"
3,"We arrived in Flagstaff late on a Friday with no room reservation.  We found a non-smoking double room at the Monte Vista.  The room was pretty standard at the back of the hotel - clean, slightly small bathroom and slightly worn but overall fine.  Several...More"
4,"No, this hotel has not been updated in years- they haven't gutted it and built a Howard Johnson's inside the original building.  However, our room (the Air Supply room) was clean and comfortable.  Was the decor goofy?  Yeah, it was (blue walls and ceiling with...More"
1,"User Rating: 1 out of 5 stars 
by Kammi 04/19/2010 
This hotel is not worth staying at. Not only was the parking an issue but we had a few problems with reservations as well. My mom booked this hotel for me as a gift!! When...More"
2,"We've stayed here before and while it's never been excessively nice, it's really gone downhill. Our room looked like it hadn't been updated in 20 years (this goes way beyond old time ""atmosphere""). The bathroom was outdated and we chose not to even use the...More"
3,A historic hotel only 2 blocks from Amtrak station (convenient for us train folk) with basic sleeping accommodations. There is a restaurant attached to hotel & it is in the downtown area close to shops if one does not have an auto. Though staff was...More
4,"My older sister stayed here with her family in 2006 and had only good things to say about it so I was very excited to book a room for a vacation with my girlfriend. I booked online (so easy!) and specified ""no haunted rooms please.""...More"
4,"Charming friendly helpful staff
Great location.
Really enjoyed the stay"
5,"I definitely agree with the earlier person who told all the whiners to can it. The MV was clean, in a fantastic location, affordable, and roomy. So yeah, I didn't get the pink room (our was the Jack Daniels room. Dark red carpet and drapes,...More"
1,"Sometime in the middle of the night, a cadre of drunken hooligans decided to profess their love for Lionel and the rest of the Thundercats. ""Thundercats, Ho!' was the line repeated over and over at the top of their lungs with no regard to the...More"
2,"This is one of the noisier hotels I have stayed. If the trains don't keep you awake, the patrons of the bar downstairs will. There was supposed to be free WiFi, but the system does not work on mobiles so it was useless to us....More"
4,"Love the history and location of this hotel. It was fun to take a shot and a beer in the cocktail lounge. play alittle pool and then walk around the beautiful old town. Of course, the train noise in any hotel in this Flagstaff location...More"
3,"My family had rented the Presendential Suite for one night on 12-27-09.
The hotel is historic and in various stages of restoration.
The reviewers who gave this place a bad rap are most likely accostomed to staying in Howard Johnsons or Hilton ""canned"" hotels. This...More"
2,"Don't stay in the ""Debbie Reynolds"" room. Everything neon pink, even the floor grout! Room faces the street where either snow plows or trains seem to run all night/early morning. Hair dryer quit. No outlet you could use by sink (wedged between wall and cabinet)....More"
5,This is an adorable historic hotel in a cute mountain college town. It's even rumored to house some ghosts (the front desk can give you a list of it's legendary ghostly visitors). We had a blast here. We opted for a room with a shared...More
1,"Horrified by the state of the rooms, one of which was Freddie Mercury, they were dark, dank and felt very seedy, as in porn.Lights did not work properly, carpets were filthy,yes filthy. Windows, blinds and air-con all dirty. This went beyond atmosphere and character, it...More"
3,"My husband & I have just returned from our trip to the states, Flagstaff was one of chosen destinations and is an OK place to visit but make no mistake when reading the reviews people have written about this hotel...the trains roar all hours of...More"
5,"If you like clone hotels, don't stay here where the rooms are individual (many named after famous guests) and they ask you to be patient with their elderly lift! But if you want character, friendly staff and being in the centre of things, then this...More"
2,"My wife and I decided to get away from the Phoenix heat and get to Flagstaff for the weekend. I read the reviews for the Monte Vista, so I pretty much knew what I was getting into. The staff was helpful, the lobby is very...More"
5,"I have stayed at the Monte V many times over the years, and I think it's way past time I review it. It is VERY CLEAN and pleasant, it is NOT dank, and it's the only place I will ever stay when I'm in Flagstaff....More"
1,"my husband and i were traveling with another couple and were offered the presidential suite with two bedrooms and a common bathroom. we were pleased upon checking in because the entrance is charming and has the 'character' often missing in modern hotels, plus the location...More"
5,"My wife and I are veteran vacation travelers who have stayed at every level of accomodations imaginable and we generally avoid the generic chains to seek out the unique, the historic, and the boutique that only sole proprietor properties can offer. The Hotel Monte Vista...More"
5,"Having travelled around America a fair bit now, I know how difficult it is to find interesting, characterful accommodation in or near town centres. So often I have had a dispiriting trawl through a strip-mall or deserted downtown, only to have to give up and...More"
4,"If you like bulk standard chain hotels where you can't tell what city you're in, then don't go to the Monte Vista - if you like indivdual hotels with character and atmosphere then this if for you.
This historic hotel is right in the middle...More"
5,"We stayed here during the Sun Sounds Beer Festival in 2008. Our room looked out on San Francisco Street and was within walking distance of many restaurants, bars, shops, and historic areas. The staff was friendly and helpful and the locals helped keep things lively....More"
5,"From our arrival to our departure we received extraordinary service and care. Maria and Sean were friendly, helpful and attentive. The room was awesome with great views of the city. Everything is in walking distance. We like staying in old hotels and this one is...More"
3,"If you are not into luxury accommodations but you want an interesting place to stay right in the heart of  downtown  Flagstaff, this could be the pace for you.  The rooms are named after illustrious or infamous guests including movie stars - they are not...More"
4,"My wife and I loved the quirky theme of our room and the old building in general. Starting from the minute we stepped into the lobby we were giddy with excitement. My wife, who is from Japan, loved how old everything was, especially the elevator....More"
3,"Stayed in Flagstaff at the Monte Vista for two nights while visiting the Grand Canyon.  The Hotel is basic, but has been kept in the same style it has probably been in for years.  However it was clean and comfortable and had everything that you...More"
3,I like staying at historical hotels. Sometimes you have to give up the amenities of the flashier [and even not so flashy] chain hotels. We stayed here for the history and were satisfied. We had a two queen suite [lol...two bedrooms connected by a SMALL...More
2,The interesting history stories about the Monte Vista do not outweigh its quirkiness. It is a study in contrasts - high quality bath fixtures next to a poor and sloppy paint job. Fairly comfy beds but faded drapes and dirty carpets. Old furniture and sloppy...More
2,"We booked into the Monte Vista hotel in Flagstaff on the 23rd Dec as a base to visit the Grand Canyon, staying for 2 nights, leaving on Christmas day. We'd decided to stay at the Monte Vista after reading about the history of the hotel...More"
4,"We stayed here on Wednesday Night and a Thursday night. The room was very pleasant but had very bad carpets, but since we had our pets with us (Two dogs and a cat) we werent going to complain about carpets. 

The rest of the room...More"
1,We visit Flagstaff every fall to see the Aspens change.  We got a brochure from the Monte Vista during our last stay and read about its history - the rooms in the brochure looked fabulous.  It was our 10th anniversary.  We were excited to stay...More
1,We were told that in our room we would not hear the train. We heard the train loud and clear enough to not be able to sleep. They specifically lied to us. We asked them clearly if we will hear the train and they said...More
3,"A lot has been said about the noise already. I might add the night watchman who went on regular rounds in front of my window, whistling and jumping up and down stairs. Keep those blinds closed! 
Otherwise lots of character and history, but maybe just...More"
5,"Myself & four friends stayed at the Monte Vista as a home base for our visit to the Grand Canyon.  As the Vista names their rooms after a famous person who stayed there, we booked the Freddie Mercury room because I'm a raving Queen fan....More"
5,"I loved my stay here! If you book a hotel in the middle of a lively town, on the main road, then there is going to be noise. I would take some ear plugs, but come on! This is GREAT!
The rooms are out of...More"
1,"Seems cruel to stick the boot in to this grand old lady when so many others have done the same..but it won't stop me. 

As with all feedback, the positives first:

Charming, antique, brimming with history, and very central. 

Now the negatives:

1. Noise
The...More"
4,"This is a historic hotel in downtown Flagstaff, AZ.  Located on the corner of Aspen and San Francisco.  The rooms  are themed, like Debbie Renyolds, John Bon Jovi, George Babbitt, and the list goes on.  We had a king bed room and it was spacious,...More"
4,I stayed for the second time at the Monte Vista last month. We arrived late (I emailed that we would) and they said there was a problem with my credit card and they were trying to book the room because they thought we weren't coming....More
1,"On the positive side, the Monte Vista is a historical hotel conveniently located in downtown Flagstaff. It's a bit worn down and creaky and is a bit quirky in terms of room decorations--all of which I appreciate in small historic hotels. On the negative side,...More"
1,"I booked this hotel on a recommendation of friends who must not have stayed here on a weekend. It's almost 2am and there are people yelling on the street below my window, and a band playing very loud music, with lots of drums! The windows...More"
1,What a waste of money. Hotel is way over priced for the poor qualities of the rooms and the amenities. Very noisey bar and patrons who camp out under the rooms. The train noise was bareable but the drunks noise was not! Very over priced...More
1,This is by far the worst hotel experience i have ever had. In my experience the hotel wasn't even haunted. It was just a noisy hotel  by the train tracks. Every time one of those trains blew their whistle I thought lets just go! In...More
4,"I read some other reviews before I stayed, and must admit I was a bit leery.  But I went ahead and booked a night for my wife and I.  

I thought the room was as clean as it could be considering its age.  The beds...More"
3,"I'm an Arizona native and my mother in law and step sister in law came to visit and made reservations at the Hotel Monte Vista. This was the first time I stayed there. 
Most rooms are decorated in honor of a famous person that stayed...More"
1,I am so sorry to have to write this review of the Monte Vista where I enjoyed several pleasant nights in the days when it operated as an actual hotel instead of as an overflow area for the bar.  It's breathtaking how far this lovely...More
1,"I don't think this Hotel has been cleaned or updated since it opened. The carpets were disgusting and our room was decorated not like a classic old hotel but cheap and cheesy! I was told movie stars stayed there back in the day! Maybe then,...More"
1,"Dirty, disgusting, stained, are all qualities that this hotel covers up with ""vintage.""  Much like they try to cover up the filthy sheets, soiled carpets and the stale and stuffy smell.

This place may only provide useful for a vintage hotel tour on the travel...More"
4,"My boyfriend and I stayed here for my birthday in hopes of seeing some
ghostly activity.  We stayed in rm 305, the rocking chair room. We made sure the rocking chair was directly facing the bed before we went
out to dinner. We came back...More"
1,"Saturday Nov. 5th, 2007
2:00 am

My wife and I are fast asleep (an amazing feat considering the trains that continuously run all night long).  The phone rings:

Front Desk: How many people are in your room.
Me: My wife and I

She says thanks...More"
1,I decided to take my wife on a get away up north to Flagstaff for the weekend.  This hotel was suggested to me for its location and its historic look and feel so I called and booked my room.  I was not informed in my...More
2,"My friend and I stayed here for one night in May this year whilst travelling along Route 66. In all the guidebooks it was listed as a lovely, historic building and it was indeed just that. First impressions of the room were good - we...More"
5,"Stayed here on my travels along Route 66 in arizona, Hotel was in great location and was clean ... i stayed in spencer tracey room .. the beds were huge and high .... was a lovely coffee shop next to reception and a coctail bar.....More"
4,"My husband and I had a good time staying at this historic hotel.  We went up and down the halls reading the signs on the door stating which famous people stayed in the rooms.  The room we stayed in was very, very small and the...More"
4,I'm so glad I didn't rely on the travel websites to find a hotel for our 'mom & dad visit the campus' weekend; I knew there had to be something better in an old Route 66 town than a Quality Inn or Super 8 (ugh)....More
2,I wish I had read all of the reviews prior to booking the room.  The location was great!  The room was lacking in many ways...there was no air conditioning unit in our room and when we inquired at the desk they seemed shocked and the...More
4,"The Monte ""V"" is a nice place to stay if you want to stay in a unique hotel and have fun in flagstaff, although you must like trains because you will hear them from your room all night.  The rooms are large and clean.  The...More"
1,"Quite simply, do not stay here.  Don't even park there, while my friend and I were looking at the rooms (which are very vintage in a NON appealing way), they put a BOOT on our car!  The hotel hires young teenagers to stake out the...More"
4,I really enjoyed my stay here. I only stayed one night and I knew about the trains and the noise from the bars before I booked the place. But those were part of the charm.  I found the staff very helpful and pleasant which contradicts...More
5,"I would recommend the Hotel Monte Vista to those who have a spirit of adventure, enjoy historic hotels and can appriciate the unique qualities of them. If you like chains that look the same wherever you go this might not be the place for you....More"
1,"I booked this hotel, wanting to spend a little more a little nicer place so we could enjoy the downtown area of quaint Flagstaff and have a nice room.  The only thing nice was leaving that dump. Tiny room, ugly decorations, ancient tv, and they...More"
4,"When you check-in, there is a sign that says"" Earplugs available upon request"". If you're unsure, just ask for them. This is one of the busiest Amtrak corridors in the nation, and the trains run ALL night. Scenes from Casablanca were filmed in the rooms...More"
2,The location is great but they don't warn you about the train that is two blocks away and passes through every 45 minutes all night long.  It blows its whistle every time through.  They offer free ear plugs at the front desk but they are...More
4,"The Hotel Motel Vista was a great stay. The room price was negotiable. This location allowed us to make several day trips ( the Grand Canyon, Sedona, Sunset Crater Volcano, etc) and return to the hotel each night, no packing and unpacking. Several local eating...More"
5,"Dad, mom, sis and I stayed at Hotel Monte Vista for 3 nights and we all rave about it!  Every room has its own identity, so you may want to inquire about the ""personality"" of the room before booking it.  We stayed in the Jack...More"
1,"Pros
Location - er that's it! It's right in the middle of Flagstaff (but within constant earshot of the trains). 

Cons:
Frat kids' paradise. Noisy. Noise is tolerated by all staff, encouraged even by bar opeing hours on ground floor. Is this a frat house...More"
1,"I was extremely disappointed with my experience at the Monte Vista. Having spent time there before, I was looking forward to the charm I remembered. On the contrary, the experience was anything but charming. I was fully aware of and anticipated the train noise, the...More"
2,"After check-in we climbed the stairs to our third and fourth floor rooms (elevator not working).
The following morning we reported no hot water in a couple of the rooms and the heat didn't work properly.
Parking space is limited in the lot but we...More"
2,"My husband and I stayed here this past weekend. Two rooms and little sleep later, we can recommend this hotel for people who intend to be out and up until 3 a.m. only. The first night we were in a room on the 4th floor...More"
1,"Recommendation #1- Make sure you have a written confirmation. Our bad experience started during the reservation process. We called to two rooms for two nights a month ahead of arival. They said they would either email or send us a confirmation, after one week we...More"
1,"BEWARE!
My husband and I planned a two day trip to Flagstaff. I checked the internet to scope out some local hotels. We wanted to stay as close to downtown as possible but wanted to make sure the place we picked was clean and comfortable....More"
2,OK this is a historic hotel but we didn't expect medieval standards. We were glad that we had left kitty at home because the first room we were allocated would not have had enough room to swing him about in. In fact it was a...More
4,having read the reviews of monte vista i thought this place sounds different too your usual hotels so why not give it a try. Well i can say i  wasn`t dissapointed this hotel has great character and is really a friendly place too stay. ok...More
3,"We stayed at the Monte Vista in August. I was reading the reviews in this forum for a while and I almost didn't stayed but I'm glad I didn't believe all I read.
The noise of the trains is not that bad, if you pay...More"
4,I drove from the Grand Canyon and found this place with it's large rooftop sign and booked my room for the night. A great location in downtown Flagstaff. Hotel is in the midst of the small downtown. A great area to walk around. Room was...More
1,"While we did not stay at the hotel i feel it is imperative to share my experience of the hotel owned Rendevaux Martini Bar.   My wife and I visited the bar on Saturday, August 5th around 10:00 p.m. in the evening, the bar was not...More"
2,"This hotel is very charming and we were very excited to get there. During the day and evening it was great. We walked around to different stores and resturants and loved it, but  then bed time came.

Flagstaff is a non-smoking resturant and bar city....More"
5,"In brief, this hotel is a destination in itselfcheck their web site for photos and history and ghost stories. The décor is very interesting, and the neighborhood is full of fun little shops and a seemingly inexhaustible supply of places to eat. The beds were...More"
3,"Ahh, the historic Monte Vista!  We spent 2 nights there, in two different rooms, no less.  On the first night we were in the Cornel Wilde room.  Small, a little cramped, and a bathroom designed for munchkins.  But it was clean.  We were on the...More"
4,"We stayed at Hotel Monte Vista on a Thursday, where there are some partyers, but probably not as crazy on the week-end.  Nonetheless, trains in Flagstaff run throughout the night.  My husband hated it and I found it charming.

I found that if you checked...More"
1,"We spent one of the most horrible nights of our lives in this hotel.  When we were needing a relaxing evening it certainly was not provided while staying at the Monte Vista. First, since there is no air conditioning which meant opening windows. Upon doing...More"
1,"We spent the first night and the worst night of our week long  vacation in this hotel.  Yes they advertise that it was built in the 1920s, but also that it was refurbished and charming.  Well the pictures that they show on- line and the...More"
3,"The staff was a little rude on the phone, but as helpful as we needed them to be in person. The Monte V gets a plus for location--If you like to go out and expereince the nightlife there. You would ned to be drunk to...More"
2,This hotel has a lot of character and an interesting history. It is definitely loud since it has a bar downstairs and the downtown has an active nightlife. This was not a huge problem for us and we actually enjoyed our stay until we checked...More
1,the only thing historic about this hotel is the toilet seats....what a waste of money what a waste of time.this hotel is run by snotty little teenagers who have no clue. the thai restaurant is useless no menu in the room no menu to use...More
